NLQ,PREDICTED SQL,GOLD SQL,DATABASE
What are the locations and names of all stations with capacity between 5000 and 10000?,"SELECT Location, Name FROM stadium WHERE Capacity BETWEEN 5000 AND 10000;","SELECT LOCATION ,  name FROM stadium WHERE capacity BETWEEN 5000 AND 10000",concert_singer
What is the maximum capacity and the average of all stadiums ?,"SELECT MAX(Capacity) AS Maximum_Capacity, AVG(Capacity) AS Average_Capacity FROM stadium;","select max(capacity), average from stadium",concert_singer
What is the average and maximum capacities for all stadiums ?,"SELECT AVG(Capacity) AS Average_Capacity, MAX(Capacity) AS Maximum_Capacity FROM stadium;","select avg(capacity) ,  max(capacity) from stadium",concert_singer
What is the name and capacity for the stadium with highest average attendance?,"SELECT Name, Capacity FROM stadium WHERE Average = (SELECT MAX(Average) FROM stadium);","SELECT name ,  capacity FROM stadium ORDER BY average DESC LIMIT 1",concert_singer
What is the name and capacity for the stadium with the highest average attendance?,"SELECT stadium.Name, stadium.Capacity FROM stadium WHERE stadium.Average = (SELECT MAX(Average) FROM stadium);","SELECT name ,  capacity FROM stadium ORDER BY average DESC LIMIT 1",concert_singer
How many concerts are there in year 2014 or 2015?,"SELECT COUNT(*)  FROM     concert WHERE     Year IN (2014, 2015);",SELECT count(*) FROM concert WHERE YEAR  =  2014 OR YEAR  =  2015,concert_singer
How many concerts occurred in 2014 or 2015?,"SELECT COUNT(*)  FROM     concert WHERE     Year IN (2014, 2015);",SELECT count(*) FROM concert WHERE YEAR  =  2014 OR YEAR  =  2015,concert_singer
Show the stadium name and the number of concerts in each stadium.,"SELECT stadium.Name, COUNT(concert.concert_ID) as NumberOfConcerts FROM stadium JOIN concert ON stadium.Stadium_ID = concert.Stadium_ID GROUP BY stadium.Name;","SELECT T2.name ,  count(*) FROM concert AS T1 JOIN stadium AS T2 ON T1.stadium_id  =  T2.stadium_id GROUP BY T1.stadium_id",concert_singer
"For each stadium, how many concerts play there?","SELECT stadium.Name, COUNT(concert.concert_ID) AS num_concerts FROM stadium LEFT JOIN concert ON stadium.Stadium_ID = concert.Stadium_ID GROUP BY stadium.Name;","SELECT T2.name ,  count(*) FROM concert AS T1 JOIN stadium AS T2 ON T1.stadium_id  =  T2.stadium_id GROUP BY T1.stadium_id",concert_singer
Show the stadium name and capacity with most number of concerts in year 2014 or after.,"SELECT stadium.Name, stadium.Capacity FROM stadium JOIN concert ON stadium.Stadium_ID = concert.Stadium_ID WHERE concert.Year >= 2014 GROUP BY stadium.Stadium_ID ORDER BY COUNT(concert.concert_ID) DESC LIMIT 1;","SELECT T2.name ,  T2.capacity FROM concert AS T1 JOIN stadium AS T2 ON T1.stadium_id  =  T2.stadium_id WHERE T1.year  >=  2014 GROUP BY T2.stadium_id ORDER BY count(*) DESC LIMIT 1",concert_singer
What is the name and capacity of the stadium with the most concerts after 2013 ?,"SELECT stadium.Name, stadium.Capacity FROM stadium JOIN concert ON stadium.Stadium_ID = concert.Stadium_ID WHERE concert.Year > 2013 GROUP BY stadium.Stadium_ID ORDER BY COUNT(concert.concert_ID) DESC LIMIT 1;","select t2.name ,  t2.capacity from concert as t1 join stadium as t2 on t1.stadium_id  =  t2.stadium_id where t1.year  >  2013 group by t2.stadium_id order by count(*) desc limit 1",concert_singer
Which year has most number of concerts?,"SELECT Year, COUNT(concert_ID) as NumberOfConcerts FROM concert GROUP BY Year ORDER BY NumberOfConcerts DESC LIMIT 1;",SELECT YEAR FROM concert GROUP BY YEAR ORDER BY count(*) DESC LIMIT 1,concert_singer
What is the year that had the most concerts?,"SELECT Year, COUNT(concert_ID) as Total_Concerts FROM concert GROUP BY Year ORDER BY Total_Concerts DESC LIMIT 1;",SELECT YEAR FROM concert GROUP BY YEAR ORDER BY count(*) DESC LIMIT 1,concert_singer
Show the stadium names without any concert.,SELECT stadium.Name FROM stadium LEFT JOIN concert ON stadium.Stadium_ID = concert.Stadium_ID WHERE concert.concert_ID IS NULL;,SELECT name FROM stadium WHERE stadium_id NOT IN (SELECT stadium_id FROM concert),concert_singer
What are the names of the stadiums without any concerts?,SELECT stadium.Name FROM stadium LEFT JOIN concert ON stadium.Stadium_ID = concert.Stadium_ID WHERE concert.concert_ID IS NULL;,SELECT name FROM stadium WHERE stadium_id NOT IN (SELECT stadium_id FROM concert),concert_singer
Show countries where a singer above age 40 and a singer below 30 are from.,SELECT DISTINCT s.Country FROM     singer s WHERE     s.Age > 40     OR s.Age < 30;,SELECT country FROM singer WHERE age  >  40 INTERSECT SELECT country FROM singer WHERE age  <  30,concert_singer
Show names for all stadiums except for stadiums having a concert in year 2014.,SELECT stadium.Name FROM stadium LEFT JOIN concert ON stadium.Stadium_ID = concert.Stadium_ID WHERE concert.Year != 2014 OR concert.Year IS NULL;,SELECT name FROM stadium EXCEPT SELECT T2.name FROM concert AS T1 JOIN stadium AS T2 ON T1.stadium_id  =  T2.stadium_id WHERE T1.year  =  2014,concert_singer
What are the names of all stadiums that did not have a concert in 2014?,SELECT stadium.Name FROM stadium LEFT JOIN concert ON stadium.Stadium_ID = concert.Stadium_ID WHERE concert.Year != 2014 OR concert.Year IS NULL;,SELECT name FROM stadium EXCEPT SELECT T2.name FROM concert AS T1 JOIN stadium AS T2 ON T1.stadium_id  =  T2.stadium_id WHERE T1.year  =  2014,concert_singer
Show the name and theme for all concerts and the number of singers in each concert.,"SELECT concert.concert_Name, concert.Theme, COUNT(singer_in_concert.Singer_ID) as NumberOfSingers FROM concert JOIN singer_in_concert ON concert.concert_ID = singer_in_concert.concert_ID GROUP BY concert.concert_ID;","SELECT T2.concert_name ,  T2.theme ,  count(*) FROM singer_in_concert AS T1 JOIN concert AS T2 ON T1.concert_id  =  T2.concert_id GROUP BY T2.concert_id",concert_singer
"What are the names , themes , and number of singers for every concert ?","SELECT concert.concert_Name, concert.Theme, COUNT(singer_in_concert.Singer_ID) as number_of_singers FROM concert JOIN singer_in_concert ON concert.concert_ID = singer_in_concert.concert_ID GROUP BY concert.concert_ID;","select t2.concert_name ,  t2.theme ,  count(*) from singer_in_concert as t1 join concert as t2 on t1.concert_id  =  t2.concert_id group by t2.concert_id",concert_singer
List singer names and number of concerts for each singer.,"SELECT singer.Name, COUNT(singer_in_concert.concert_ID) as Number_of_Concerts FROM singer JOIN singer_in_concert ON singer.Singer_ID = singer_in_concert.Singer_ID GROUP BY singer.Name;","SELECT T2.name ,  count(*) FROM singer_in_concert AS T1 JOIN singer AS T2 ON T1.singer_id  =  T2.singer_id GROUP BY T2.singer_id",concert_singer
What are the names of the singers and number of concerts for each person?,"SELECT singer.Name, COUNT(singer_in_concert.concert_ID) as NumberOfConcerts FROM singer JOIN singer_in_concert ON singer.Singer_ID = singer_in_concert.Singer_ID GROUP BY singer.Name;","SELECT T2.name ,  count(*) FROM singer_in_concert AS T1 JOIN singer AS T2 ON T1.singer_id  =  T2.singer_id GROUP BY T2.singer_id",concert_singer
List all singer names in concerts in year 2014.,SELECT singer.Name FROM singer JOIN singer_in_concert ON singer.Singer_ID = singer_in_concert.Singer_ID JOIN concert ON singer_in_concert.concert_ID = concert.concert_ID WHERE concert.Year = 2014;,SELECT T2.name FROM singer_in_concert AS T1 JOIN singer AS T2 ON T1.singer_id  =  T2.singer_id JOIN concert AS T3 ON T1.concert_id  =  T3.concert_id WHERE T3.year  =  2014,concert_singer
What are the names of the singers who performed in a concert in 2014?,SELECT singer.Name FROM singer JOIN singer_in_concert ON singer.Singer_ID = singer_in_concert.Singer_ID JOIN concert ON singer_in_concert.concert_ID = concert.concert_ID WHERE concert.Year = 2014;,SELECT T2.name FROM singer_in_concert AS T1 JOIN singer AS T2 ON T1.singer_id  =  T2.singer_id JOIN concert AS T3 ON T1.concert_id  =  T3.concert_id WHERE T3.year  =  2014,concert_singer
what is the name and nation of the singer who have a song having 'Hey' in its name?,"SELECT s.Name, s.Country FROM singer AS s WHERE s.Song_Name LIKE '%Hey%';","SELECT name ,  country FROM singer WHERE song_name LIKE '%Hey%'",concert_singer
What is the name and country of origin of every singer who has a song with the word 'Hey' in its title?,"SELECT singer.Name, singer.Country FROM singer WHERE singer.Song_Name LIKE '%Hey%';","SELECT name ,  country FROM singer WHERE song_name LIKE '%Hey%'",concert_singer
Find the name and location of the stadiums which some concerts happened in the years of both 2014 and 2015.,"SELECT stadium.Name, stadium.Location FROM stadium JOIN concert ON stadium.Stadium_ID = concert.Stadium_ID WHERE concert.Year IN (2014, 2015) GROUP BY stadium.Stadium_ID HAVING COUNT(DISTINCT concert.Year) = 2;","SELECT T2.name ,  T2.location FROM concert AS T1 JOIN stadium AS T2 ON T1.stadium_id  =  T2.stadium_id WHERE T1.Year  =  2014 INTERSECT SELECT T2.name ,  T2.location FROM concert AS T1 JOIN stadium AS T2 ON T1.stadium_id  =  T2.stadium_id WHERE T1.Year  =  2015",concert_singer
What are the names and locations of the stadiums that had concerts that occurred in both 2014 and 2015?,"SELECT stadium.Name, stadium.Location FROM stadium JOIN concert ON stadium.Stadium_ID = concert.Stadium_ID WHERE concert.Year IN (2014, 2015) GROUP BY stadium.Stadium_ID HAVING COUNT(DISTINCT concert.Year) = 2;","SELECT T2.name ,  T2.location FROM concert AS T1 JOIN stadium AS T2 ON T1.stadium_id  =  T2.stadium_id WHERE T1.Year  =  2014 INTERSECT SELECT T2.name ,  T2.location FROM concert AS T1 JOIN stadium AS T2 ON T1.stadium_id  =  T2.stadium_id WHERE T1.Year  =  2015",concert_singer
Find the number of concerts happened in the stadium with the highest capacity .,SELECT COUNT(concert.concert_ID) as NumberOfConcerts FROM concert JOIN stadium ON concert.Stadium_ID = stadium.Stadium_ID WHERE stadium.Capacity = (SELECT MAX(Capacity) FROM stadium);,select count(*) from concert where stadium_id = (select stadium_id from stadium order by capacity desc limit 1),concert_singer
What are the number of concerts that occurred in the stadium with the largest capacity ?,SELECT COUNT(concert.concert_ID)  FROM     concert JOIN     stadium ON     concert.Stadium_ID = stadium.Stadium_ID WHERE     stadium.Capacity = (         SELECT             MAX(Capacity)         FROM             stadium     );,select count(*) from concert where stadium_id = (select stadium_id from stadium order by capacity desc limit 1),concert_singer
Find the number of pets whose weight is heavier than 10.,SELECT COUNT(*) FROM Pets WHERE weight > 10;,SELECT count(*) FROM pets WHERE weight  >  10,pets_1
How many pets have a greater weight than 10?,SELECT COUNT(*) FROM Pets WHERE weight > 10;,SELECT count(*) FROM pets WHERE weight  >  10,pets_1
Find the weight of the youngest dog.,"SELECT MIN(pet_age), weight FROM Pets WHERE PetType = 'dog';",SELECT weight FROM pets ORDER BY pet_age LIMIT 1,pets_1
How much does the youngest dog weigh?,"SELECT MIN(pet_age), weight FROM Pets WHERE PetType = 'dog';",SELECT weight FROM pets ORDER BY pet_age LIMIT 1,pets_1
Find the maximum weight for each type of pet. List the maximum weight and pet type.,"SELECT PetType, MAX(weight) as MaxWeight FROM Pets GROUP BY PetType;","SELECT max(weight) ,  petType FROM pets GROUP BY petType",pets_1
List the maximum weight and type for each type of pet.,"SELECT PetType, MAX(weight) as max_weight FROM Pets GROUP BY PetType;","SELECT max(weight) ,  petType FROM pets GROUP BY petType",pets_1
Find number of pets owned by students who are older than 20.,SELECT COUNT(Pets.PetID) FROM     Pets JOIN     Has_Pet ON Pets.PetID = Has_Pet.PetID JOIN     Student ON Has_Pet.StuID = Student.StuID WHERE     Student.Age > 20;,SELECT count(*) FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid WHERE T1.age  >  20,pets_1
How many pets are owned by students that have an age greater than 20?,SELECT COUNT(Pets.PetID) FROM Pets JOIN Has_Pet ON Pets.PetID = Has_Pet.PetID JOIN Student ON Has_Pet.StuID = Student.StuID WHERE Student.Age > 20;,SELECT count(*) FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid WHERE T1.age  >  20,pets_1
Find the number of dog pets that are raised by female students (with sex F).,SELECT COUNT(*) FROM     Has_Pet JOIN     Pets ON Has_Pet.PetID = Pets.PetID JOIN     Student ON Has_Pet.StuID = Student.StuID WHERE     Pets.PetType = 'dog' AND Student.Sex = 'F';,SELECT count(*) FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid JOIN pets AS T3 ON T2.petid  =  T3.petid WHERE T1.sex  =  'F' AND T3.pettype  =  'dog',pets_1
How many dog pets are raised by female students?,SELECT COUNT(*) FROM     Has_Pet JOIN     Pets ON Has_Pet.PetID = Pets.PetID JOIN     Student ON Has_Pet.StuID = Student.StuID WHERE     Pets.PetType = 'dog' AND Student.Sex = 'female';,SELECT count(*) FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid JOIN pets AS T3 ON T2.petid  =  T3.petid WHERE T1.sex  =  'F' AND T3.pettype  =  'dog',pets_1
Find the number of distinct type of pets.,SELECT COUNT(DISTINCT PetType) FROM Pets;,SELECT count(DISTINCT pettype) FROM pets,pets_1
How many different types of pet are there?,SELECT COUNT(DISTINCT PetType) FROM Pets;,SELECT count(DISTINCT pettype) FROM pets,pets_1
Find the first name of students who have cat or dog pet.,"SELECT Fname FROM Student JOIN Has_Pet ON Student.StuID = Has_Pet.StuID JOIN Pets ON Has_Pet.PetID = Pets.PetID WHERE Pets.PetType IN ('cat', 'dog');",SELECT DISTINCT T1.Fname FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid JOIN pets AS T3 ON T3.petid  =  T2.petid WHERE T3.pettype  =  'cat' OR T3.pettype  =  'dog',pets_1
What are the first names of every student who has a cat or dog as a pet?,"SELECT Fname FROM Student JOIN Has_Pet ON Student.StuID = Has_Pet.StuID JOIN Pets ON Has_Pet.PetID = Pets.PetID WHERE Pets.PetType IN ('cat', 'dog');",SELECT DISTINCT T1.Fname FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid JOIN pets AS T3 ON T3.petid  =  T2.petid WHERE T3.pettype  =  'cat' OR T3.pettype  =  'dog',pets_1
Find the first name of students who have both cat and dog pets .,SELECT Fname FROM Student WHERE StuID IN (   SELECT     StuID   FROM     Has_Pet     JOIN Pets ON Has_Pet.PetID = Pets.PetID   WHERE     PetType = 'cat' ) AND StuID IN (   SELECT     StuID   FROM     Has_Pet     JOIN Pets ON Has_Pet.PetID = Pets.PetID   WHERE     PetType = 'dog' );,select t1.fname from student as t1 join has_pet as t2 on t1.stuid  =  t2.stuid join pets as t3 on t3.petid  =  t2.petid where t3.pettype  =  'cat' intersect select t1.fname from student as t1 join has_pet as t2 on t1.stuid  =  t2.stuid join pets as t3 on t3.petid  =  t2.petid where t3.pettype  =  'dog',pets_1
What are the students' first names who have both cats and dogs as pets?,SELECT Fname FROM     Student WHERE     StuID IN (         SELECT             StuID         FROM             Has_Pet         JOIN Pets ON Has_Pet.PetID = Pets.PetID         WHERE             PetType = 'cat'     )     AND StuID IN (         SELECT             StuID         FROM             Has_Pet         JOIN Pets ON Has_Pet.PetID = Pets.PetID         WHERE             PetType = 'dog'     );,SELECT T1.Fname FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid JOIN pets AS T3 ON T3.petid  =  T2.petid WHERE T3.pettype  =  'cat' INTERSECT SELECT T1.Fname FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid JOIN pets AS T3 ON T3.petid  =  T2.petid WHERE T3.pettype  =  'dog',pets_1
Find the major and age of students who do not have a cat pet.,"SELECT Student.Major, Student.Age FROM Student LEFT JOIN Has_Pet ON Student.StuID = Has_Pet.StuID LEFT JOIN Pets ON Has_Pet.PetID = Pets.PetID WHERE Pets.PetType != 'cat' OR Pets.PetType IS NULL;","SELECT major ,  age FROM student WHERE stuid NOT IN (SELECT T1.stuid FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid JOIN pets AS T3 ON T3.petid  =  T2.petid WHERE T3.pettype  =  'cat')",pets_1
"What major is every student who does not own a cat as a pet, and also how old are they?","SELECT Student.Major, Student.Age FROM Student LEFT JOIN Has_Pet ON Student.StuID = Has_Pet.StuID LEFT JOIN Pets ON Has_Pet.PetID = Pets.PetID WHERE Student.StuID NOT IN (     SELECT     Student.StuID     FROM     Student     JOIN Has_Pet ON Student.StuID = Has_Pet.StuID     JOIN Pets ON Has_Pet.PetID = Pets.PetID     WHERE     Pets.PetType = 'cat' ) GROUP BY Student.StuID;","SELECT major ,  age FROM student WHERE stuid NOT IN (SELECT T1.stuid FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid JOIN pets AS T3 ON T3.petid  =  T2.petid WHERE T3.pettype  =  'cat')",pets_1
Find the id of students who do not have a cat pet.,SELECT StuID FROM Student WHERE StuID NOT IN (   SELECT     StuID   FROM     Has_Pet   JOIN     Pets   ON     Has_Pet.PetID = Pets.PetID   WHERE     PetType = 'cat' );,SELECT stuid FROM student EXCEPT SELECT T1.stuid FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid JOIN pets AS T3 ON T3.petid  =  T2.petid WHERE T3.pettype  =  'cat',pets_1
What are the ids of the students who do not own cats as pets?,SELECT StuID FROM Student WHERE StuID NOT IN (   SELECT     StuID   FROM     Has_Pet   JOIN     Pets   ON     Has_Pet.PetID = Pets.PetID   WHERE     PetType = 'cat' );,SELECT stuid FROM student EXCEPT SELECT T1.stuid FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid JOIN pets AS T3 ON T3.petid  =  T2.petid WHERE T3.pettype  =  'cat',pets_1
Find the first name and age of students who have a dog but do not have a cat as a pet.,"SELECT Fname, Age FROM     Student WHERE     StuID IN (         SELECT             StuID         FROM             Has_Pet         JOIN Pets ON Has_Pet.PetID = Pets.PetID         WHERE             PetType = 'dog'     )     AND StuID NOT IN (         SELECT             StuID         FROM             Has_Pet         JOIN Pets ON Has_Pet.PetID = Pets.PetID         WHERE             PetType = 'cat'     );","SELECT T1.fname ,  T1.age FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid JOIN pets AS T3 ON T3.petid  =  T2.petid WHERE T3.pettype  =  'dog' AND T1.stuid NOT IN (SELECT T1.stuid FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid JOIN pets AS T3 ON T3.petid  =  T2.petid WHERE T3.pettype  =  'cat')",pets_1
What is the first name of every student who has a dog but does not have a cat?,SELECT Fname FROM Student WHERE StuID IN (   SELECT     StuID   FROM     Has_Pet     JOIN Pets ON Has_Pet.PetID = Pets.PetID   WHERE     PetType = 'dog' ) AND StuID NOT IN (   SELECT     StuID   FROM     Has_Pet     JOIN Pets ON Has_Pet.PetID = Pets.PetID   WHERE     PetType = 'cat' );,"SELECT T1.fname ,  T1.age FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid JOIN pets AS T3 ON T3.petid  =  T2.petid WHERE T3.pettype  =  'dog' AND T1.stuid NOT IN (SELECT T1.stuid FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid JOIN pets AS T3 ON T3.petid  =  T2.petid WHERE T3.pettype  =  'cat')",pets_1
Find the type and weight of the youngest pet.,"SELECT PetType, weight FROM Pets WHERE pet_age = (SELECT MIN(pet_age) FROM Pets);","SELECT pettype ,  weight FROM pets ORDER BY pet_age LIMIT 1",pets_1
"What type of pet is the youngest animal, and how much does it weigh?","SELECT PetType, weight FROM Pets WHERE pet_age = (SELECT MIN(pet_age) FROM Pets);","SELECT pettype ,  weight FROM pets ORDER BY pet_age LIMIT 1",pets_1
Find the id and weight of all pets whose age is older than 1.,"SELECT PetID, weight FROM Pets WHERE pet_age > 1;","SELECT petid ,  weight FROM pets WHERE pet_age  >  1",pets_1
What is the id and weight of every pet who is older than 1?,"SELECT PetID, weight FROM Pets WHERE pet_age > 1;","SELECT petid ,  weight FROM pets WHERE pet_age  >  1",pets_1
Find the average and maximum age for each type of pet.,"SELECT PetType, AVG(pet_age) as Average_Age, MAX(pet_age) as Maximum_Age FROM Pets GROUP BY PetType;","SELECT avg(pet_age) ,  max(pet_age) ,  pettype FROM pets GROUP BY pettype",pets_1
What is the average and maximum age for each pet type?,"SELECT PetType, AVG(pet_age) AS Average_Age, MAX(pet_age) AS Maximum_Age FROM Pets GROUP BY PetType;","SELECT avg(pet_age) ,  max(pet_age) ,  pettype FROM pets GROUP BY pettype",pets_1
Find the average weight for each pet type.,"SELECT PetType, AVG(weight) as AverageWeight FROM Pets GROUP BY PetType;","SELECT avg(weight) ,  pettype FROM pets GROUP BY pettype",pets_1
What is the average weight for each type of pet?,"SELECT PetType, AVG(weight) as AverageWeight FROM Pets GROUP BY PetType;","SELECT avg(weight) ,  pettype FROM pets GROUP BY pettype",pets_1
Find the first name and age of students who have a pet.,"SELECT Fname, Age FROM Student WHERE StuID IN (SELECT StuID FROM Has_Pet);","SELECT DISTINCT T1.fname ,  T1.age FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid",pets_1
What are the different first names and ages of the students who do have pets?,"SELECT DISTINCT Fname, Age FROM Student WHERE StuID IN (SELECT StuID FROM Has_Pet);","SELECT DISTINCT T1.fname ,  T1.age FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid",pets_1
Find the id of the pet owned by student whose last name is ‘Smith’.,SELECT PetID FROM Has_Pet JOIN Student ON Has_Pet.StuID = Student.StuID WHERE Student.LName = 'Smith';,SELECT T2.petid FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid WHERE T1.Lname  =  'Smith',pets_1
What is the id of the pet owned by the student whose last name is 'Smith'?,SELECT PetID FROM Has_Pet JOIN Student ON Has_Pet.StuID = Student.StuID WHERE Student.LName = 'Smith';,SELECT T2.petid FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid WHERE T1.Lname  =  'Smith',pets_1
Find the number of pets for each student who has any pet and student id.,"SELECT Student.StuID, Student.Fname, Student.LName, COUNT(Pets.PetID) as NumberOfPets FROM Student JOIN Has_Pet ON Student.StuID = Has_Pet.StuID JOIN Pets ON Has_Pet.PetID = Pets.PetID GROUP BY Student.StuID HAVING COUNT(Pets.PetID) > 0;","SELECT count(*) ,  T1.stuid FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid GROUP BY T1.stuid",pets_1
"For students who have pets , how many pets does each student have ? list their ids instead of names .","SELECT Student.StuID, COUNT(Pets.PetID) as NumberOfPets FROM Student JOIN Has_Pet ON Student.StuID = Has_Pet.StuID JOIN Pets ON Has_Pet.PetID = Pets.PetID GROUP BY Student.StuID;","select count(*) ,  t1.stuid from student as t1 join has_pet as t2 on t1.stuid  =  t2.stuid group by t1.stuid",pets_1
Find the first name and gender of student who have more than one pet.,"SELECT Fname, Sex FROM Student WHERE StuID IN (   SELECT     StuID   FROM     Has_Pet   GROUP BY     StuID   HAVING     COUNT(PetID) > 1 );","SELECT T1.fname ,  T1.sex FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid GROUP BY T1.stuid HAVING count(*)  >  1",pets_1
What is the first name and gender of the all the students who have more than one pet?,"SELECT Fname, Sex FROM     Student WHERE     StuID IN (         SELECT             StuID         FROM             Has_Pet         GROUP BY             StuID         HAVING             COUNT(PetID) > 1     );","SELECT T1.fname ,  T1.sex FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid GROUP BY T1.stuid HAVING count(*)  >  1",pets_1
Find the last name of the student who has a cat that is age 3.,SELECT Student.LName FROM Student JOIN Has_Pet ON Student.StuID = Has_Pet.StuID JOIN Pets ON Has_Pet.PetID = Pets.PetID WHERE Pets.PetType = 'cat' AND Pets.pet_age = 3;,SELECT T1.lname FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid JOIN pets AS T3 ON T3.petid  =  T2.petid WHERE T3.pet_age  =  3 AND T3.pettype  =  'cat',pets_1
What is the last name of the student who has a cat that is 3 years old?,SELECT Student.LName FROM Student JOIN Has_Pet ON Student.StuID = Has_Pet.StuID JOIN Pets ON Has_Pet.PetID = Pets.PetID WHERE Pets.PetType = 'cat' AND Pets.pet_age = 3;,SELECT T1.lname FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid JOIN pets AS T3 ON T3.petid  =  T2.petid WHERE T3.pet_age  =  3 AND T3.pettype  =  'cat',pets_1
Find the average age of students who do not have any pet .,SELECT AVG(Age) FROM Student WHERE StuID NOT IN (SELECT StuID FROM Has_Pet);,select avg(age) from student where stuid not in (select stuid from has_pet),pets_1
What is the average age for all students who do not own any pets ?,SELECT AVG(Age)  FROM Student  WHERE StuID NOT IN (SELECT StuID FROM Has_Pet);,select avg(age) from student where stuid not in (select stuid from has_pet),pets_1
How many continents are there?,SELECT COUNT(ContId) FROM continents;,SELECT count(*) FROM CONTINENTS;,car_1
